email,preferred_name,previous_experience,confidence,pref_less_comfortable,pref_fast_pace,pref_retake,pref_plus_12
student83@umich.edu,Name83,4,2,FALSE,TRUE,FALSE,FALSE
student84@umich.edu,Name84,1,3,FALSE,FALSE,FALSE,FALSE
student85@umich.edu,Name85,4,3,TRUE,TRUE,FALSE,FALSE
student86@umich.edu,Name86,3,4,FALSE,TRUE,FALSE,FALSE
student87@umich.edu,Name87,1,2,FALSE,FALSE,TRUE,FALSE
student88@umich.edu,Name88,4,2,FALSE,FALSE,FALSE,FALSE
student89@umich.edu,Name89,5,5,FALSE,TRUE,FALSE,FALSE
student90@umich.edu,Name90,4,4,FALSE,FALSE,FALSE,FALSE
student91@umich.edu,Name91,3,3,TRUE,TRUE,FALSE,FALSE
student92@umich.edu,Name92,5,3,FALSE,FALSE,FALSE,FALSE
student93@umich.edu,Name93,4,4,FALSE,TRUE,FALSE,FALSE
student94@umich.edu,Name94,2,2,FALSE,TRUE,FALSE,FALSE
student95@umich.edu,Name95,3,3,FALSE,TRUE,FALSE,FALSE
student96@umich.edu,Name96,5,5,FALSE,TRUE,FALSE,FALSE
student97@umich.edu,Name97,2,3,FALSE,TRUE,FALSE,FALSE
student98@umich.edu,Name98,2,3,FALSE,FALSE,FALSE,FALSE
student99@umich.edu,Name99,3,3,TRUE,FALSE,FALSE,FALSE
student100@umich.edu,Name100,3,4,FALSE,TRUE,FALSE,FALSE
student101@umich.edu,Name101,3,2,FALSE,FALSE,FALSE,FALSE
student102@umich.edu,Name102,4,5,FALSE,TRUE,FALSE,FALSE
student103@umich.edu,Name103,4,3,FALSE,TRUE,FALSE,FALSE
student104@umich.edu,Name104,3,3,FALSE,TRUE,FALSE,FALSE
student105@umich.edu,Name105,4,3,FALSE,TRUE,FALSE,FALSE
student106@umich.edu,Name106,1,4,FALSE,TRUE,FALSE,FALSE
student107@umich.edu,Name107,3,4,FALSE,TRUE,FALSE,FALSE
student108@umich.edu,Name108,4,3,FALSE,TRUE,FALSE,FALSE
student109@umich.edu,Name109,3,3,FALSE,TRUE,FALSE,FALSE
student110@umich.edu,Name110,3,2,FALSE,FALSE,FALSE,FALSE
student111@umich.edu,Name111,4,4,TRUE,TRUE,TRUE,FALSE
student112@umich.edu,Name112,4,4,FALSE,TRUE,FALSE,FALSE
student113@umich.edu,Name113,4,3,TRUE,TRUE,FALSE,FALSE
student114@umich.edu,Name114,1,2,FALSE,FALSE,FALSE,FALSE
student115@umich.edu,Name115,3,3,FALSE,TRUE,FALSE,FALSE
student116@umich.edu,Name116,2,4,FALSE,FALSE,FALSE,FALSE
student117@umich.edu,Name117,1,3,TRUE,TRUE,FALSE,FALSE
student118@umich.edu,Name118,3,3,FALSE,FALSE,FALSE,FALSE
student119@umich.edu,Name119,3,3,TRUE,FALSE,FALSE,FALSE
student120@umich.edu,Name120,3,3,FALSE,TRUE,FALSE,FALSE
student121@umich.edu,Name121,4,4,FALSE,TRUE,FALSE,FALSE
student122@umich.edu,Name122,1,4,FALSE,FALSE,FALSE,FALSE
student123@umich.edu,Name123,1,2,FALSE,FALSE,TRUE,FALSE
student124@umich.edu,Name124,1,4,FALSE,FALSE,FALSE,FALSE
student125@umich.edu,Name125,4,3,FALSE,TRUE,TRUE,FALSE
student126@umich.edu,Name126,3,4,FALSE,TRUE,TRUE,FALSE
student127@umich.edu,Name127,1,2,FALSE,FALSE,FALSE,FALSE
student128@umich.edu,Name128,1,3,FALSE,FALSE,FALSE,FALSE
student129@umich.edu,Name129,1,2,TRUE,FALSE,TRUE,FALSE
student130@umich.edu,Name130,5,4,TRUE,TRUE,FALSE,FALSE
student131@umich.edu,Name131,2,3,TRUE,FALSE,FALSE,FALSE
student132@umich.edu,Name132,4,3,FALSE,TRUE,FALSE,FALSE
student133@umich.edu,Name133,3,3,FALSE,TRUE,FALSE,FALSE
student134@umich.edu,Name134,2,3,TRUE,FALSE,FALSE,FALSE
student135@umich.edu,Name135,4,4,FALSE,TRUE,FALSE,FALSE
student136@umich.edu,Name136,4,4,FALSE,TRUE,FALSE,FALSE
student137@umich.edu,Name137,3,4,FALSE,TRUE,FALSE,FALSE
student138@umich.edu,Name138,3,4,FALSE,TRUE,FALSE,FALSE
student139@umich.edu,Name139,3,4,FALSE,FALSE,FALSE,FALSE
student140@umich.edu,Name140,3,3,FALSE,TRUE,FALSE,FALSE
student141@umich.edu,Name141,1,2,FALSE,FALSE,TRUE,FALSE
student142@umich.edu,Name142,2,1,FALSE,FALSE,FALSE,FALSE
student143@umich.edu,Name143,5,4,FALSE,TRUE,FALSE,FALSE
student144@umich.edu,Name144,1,1,TRUE,FALSE,FALSE,FALSE
student145@umich.edu,Name145,4,4,FALSE,FALSE,FALSE,FALSE
student146@umich.edu,Name146,4,4,FALSE,FALSE,FALSE,FALSE
student147@umich.edu,Name147,3,3,FALSE,TRUE,FALSE,FALSE
student148@umich.edu,Name148,4,4,TRUE,FALSE,FALSE,FALSE
student149@umich.edu,Name149,5,3,FALSE,TRUE,FALSE,FALSE
student150@umich.edu,Name150,5,4,FALSE,TRUE,FALSE,FALSE
student151@umich.edu,Name151,5,5,FALSE,TRUE,FALSE,FALSE
student152@umich.edu,Name152,2,3,FALSE,FALSE,FALSE,FALSE
student153@umich.edu,Name153,4,3,FALSE,FALSE,FALSE,FALSE
student154@umich.edu,Name154,4,4,FALSE,TRUE,FALSE,FALSE
student155@umich.edu,Name155,4,2,FALSE,FALSE,FALSE,FALSE
student156@umich.edu,Name156,1,2,FALSE,FALSE,FALSE,FALSE
student157@umich.edu,Name157,2,3,FALSE,TRUE,FALSE,FALSE
student158@umich.edu,Name158,4,4,FALSE,TRUE,TRUE,FALSE
student159@umich.edu,Name159,4,4,FALSE,TRUE,FALSE,FALSE
student160@umich.edu,Name160,3,3,FALSE,FALSE,FALSE,FALSE
student161@umich.edu,Name161,1,2,FALSE,FALSE,TRUE,FALSE
student162@umich.edu,Name162,4,3,TRUE,FALSE,FALSE,FALSE
student163@umich.edu,Name163,2,4,FALSE,FALSE,FALSE,FALSE
student164@umich.edu,Name164,3,3,FALSE,TRUE,FALSE,FALSE
student165@umich.edu,Name165,2,2,FALSE,FALSE,FALSE,FALSE
student166@umich.edu,Name166,3,4,FALSE,TRUE,FALSE,FALSE
student167@umich.edu,Name167,1,2,TRUE,FALSE,FALSE,FALSE
student168@umich.edu,Name168,2,3,TRUE,FALSE,FALSE,FALSE
student169@umich.edu,Name169,4,4,FALSE,TRUE,FALSE,FALSE
student170@umich.edu,Name170,1,3,TRUE,TRUE,TRUE,FALSE
student171@umich.edu,Name171,1,3,TRUE,FALSE,FALSE,FALSE
student172@umich.edu,Name172,1,3,TRUE,FALSE,FALSE,FALSE
student173@umich.edu,Name173,3,1,FALSE,FALSE,FALSE,FALSE
student174@umich.edu,Name174,3,2,FALSE,TRUE,FALSE,FALSE
student175@umich.edu,Name175,3,3,TRUE,FALSE,FALSE,FALSE
student176@umich.edu,Name176,3,3,FALSE,TRUE,TRUE,FALSE
student177@umich.edu,Name177,3,2,TRUE,TRUE,FALSE,FALSE
student178@umich.edu,Name178,4,5,TRUE,TRUE,TRUE,FALSE
student179@umich.edu,Name179,3,3,FALSE,TRUE,FALSE,FALSE
student180@umich.edu,Name180,3,4,FALSE,FALSE,FALSE,FALSE
student181@umich.edu,Name181,4,3,TRUE,FALSE,TRUE,FALSE
student182@umich.edu,Name182,2,3,FALSE,FALSE,FALSE,FALSE
student183@umich.edu,Name183,1,3,FALSE,FALSE,FALSE,FALSE
student184@umich.edu,Name184,1,3,TRUE,FALSE,FALSE,FALSE
student185@umich.edu,Name185,1,3,FALSE,TRUE,FALSE,FALSE
student186@umich.edu,Name186,1,2,FALSE,FALSE,FALSE,FALSE
student187@umich.edu,Name187,3,4,FALSE,TRUE,TRUE,FALSE
student188@umich.edu,Name188,3,3,FALSE,FALSE,FALSE,FALSE
student189@umich.edu,Name189,3,3,FALSE,TRUE,FALSE,FALSE
student190@umich.edu,Name190,3,2,TRUE,FALSE,FALSE,FALSE
student191@umich.edu,Name191,2,3,FALSE,FALSE,FALSE,FALSE
student192@umich.edu,Name192,3,3,TRUE,TRUE,FALSE,FALSE
student193@umich.edu,Name193,4,4,FALSE,TRUE,FALSE,FALSE
student194@umich.edu,Name194,4,3,FALSE,FALSE,FALSE,FALSE
student195@umich.edu,Name195,3,4,FALSE,FALSE,FALSE,FALSE
student196@umich.edu,Name196,3,3,FALSE,TRUE,FALSE,FALSE
student197@umich.edu,Name197,1,3,FALSE,FALSE,FALSE,FALSE
student198@umich.edu,Name198,3,3,FALSE,FALSE,TRUE,FALSE
student199@umich.edu,Name199,4,3,FALSE,TRUE,FALSE,FALSE
student200@umich.edu,Name200,3,3,FALSE,TRUE,FALSE,FALSE
student201@umich.edu,Name201,3,3,FALSE,TRUE,FALSE,FALSE
student202@umich.edu,Name202,1,3,TRUE,TRUE,FALSE,FALSE
student203@umich.edu,Name203,3,4,FALSE,TRUE,FALSE,FALSE
student204@umich.edu,Name204,2,3,FALSE,FALSE,FALSE,FALSE
student205@umich.edu,Name205,1,5,FALSE,TRUE,FALSE,FALSE
student206@umich.edu,Name206,2,4,FALSE,TRUE,FALSE,FALSE
student207@umich.edu,Name207,1,3,TRUE,FALSE,FALSE,FALSE
student208@umich.edu,Name208,4,3,FALSE,TRUE,FALSE,FALSE
student209@umich.edu,Name209,3,2,TRUE,TRUE,FALSE,FALSE
student210@umich.edu,Name210,4,3,FALSE,FALSE,FALSE,FALSE
student211@umich.edu,Name211,3,3,FALSE,TRUE,FALSE,FALSE
student212@umich.edu,Name212,1,3,TRUE,FALSE,FALSE,FALSE
student213@umich.edu,Name213,3,3,TRUE,TRUE,TRUE,FALSE
student214@umich.edu,Name214,3,3,TRUE,TRUE,FALSE,FALSE
student215@umich.edu,Name215,4,3,FALSE,TRUE,FALSE,FALSE
student216@umich.edu,Name216,1,3,FALSE,FALSE,FALSE,FALSE
student217@umich.edu,Name217,3,3,FALSE,TRUE,FALSE,FALSE
student218@umich.edu,Name218,5,5,FALSE,TRUE,FALSE,FALSE
student219@umich.edu,Name219,3,4,FALSE,FALSE,FALSE,FALSE
student220@umich.edu,Name220,1,3,FALSE,FALSE,FALSE,FALSE
student221@umich.edu,Name221,2,4,FALSE,FALSE,FALSE,FALSE
student222@umich.edu,Name222,1,3,FALSE,FALSE,FALSE,FALSE
student223@umich.edu,Name223,4,4,FALSE,TRUE,FALSE,FALSE
student224@umich.edu,Name224,3,3,TRUE,FALSE,FALSE,FALSE
student225@umich.edu,Name225,2,3,FALSE,FALSE,FALSE,FALSE
student226@umich.edu,Name226,1,1,TRUE,TRUE,TRUE,FALSE
student227@umich.edu,Name227,2,3,TRUE,FALSE,FALSE,FALSE
student228@umich.edu,Name228,4,2,FALSE,FALSE,FALSE,FALSE
student229@umich.edu,Name229,1,1,FALSE,TRUE,FALSE,FALSE
student230@umich.edu,Name230,3,2,FALSE,FALSE,FALSE,FALSE
student231@umich.edu,Name231,1,4,TRUE,TRUE,FALSE,FALSE
student232@umich.edu,Name232,3,3,FALSE,TRUE,FALSE,FALSE
student233@umich.edu,Name233,2,3,FALSE,TRUE,FALSE,FALSE
student234@umich.edu,Name234,1,3,TRUE,TRUE,TRUE,FALSE
student235@umich.edu,Name235,1,5,FALSE,TRUE,FALSE,FALSE
student236@umich.edu,Name236,1,3,FALSE,FALSE,FALSE,FALSE
student237@umich.edu,Name237,3,3,FALSE,TRUE,FALSE,FALSE
student238@umich.edu,Name238,4,3,FALSE,TRUE,FALSE,FALSE
student239@umich.edu,Name239,3,3,FALSE,TRUE,TRUE,FALSE
student240@umich.edu,Name240,4,4,FALSE,TRUE,FALSE,FALSE
student241@umich.edu,Name241,2,2,FALSE,TRUE,TRUE,FALSE
student242@umich.edu,Name242,1,1,TRUE,FALSE,FALSE,FALSE
student243@umich.edu,Name243,2,4,FALSE,FALSE,FALSE,FALSE
student244@umich.edu,Name244,3,3,FALSE,FALSE,FALSE,FALSE
student245@umich.edu,Name245,1,3,FALSE,TRUE,FALSE,FALSE
student246@umich.edu,Name246,3,3,TRUE,FALSE,FALSE,FALSE
student247@umich.edu,Name247,1,2,FALSE,FALSE,FALSE,FALSE
student248@umich.edu,Name248,3,3,FALSE,FALSE,FALSE,FALSE
student249@umich.edu,Name249,3,4,FALSE,TRUE,TRUE,FALSE
student250@umich.edu,Name250,1,4,FALSE,TRUE,FALSE,FALSE
student251@umich.edu,Name251,1,2,FALSE,FALSE,TRUE,FALSE
student252@umich.edu,Name252,2,2,FALSE,FALSE,FALSE,FALSE
student253@umich.edu,Name253,4,4,TRUE,TRUE,FALSE,FALSE
student254@umich.edu,Name254,3,4,FALSE,TRUE,FALSE,FALSE
student255@umich.edu,Name255,1,2,FALSE,FALSE,TRUE,FALSE
student256@umich.edu,Name256,5,5,FALSE,TRUE,FALSE,FALSE
student257@umich.edu,Name257,3,3,FALSE,TRUE,FALSE,FALSE
student258@umich.edu,Name258,3,2,FALSE,TRUE,FALSE,FALSE
student259@umich.edu,Name259,5,5,FALSE,TRUE,FALSE,FALSE
student260@umich.edu,Name260,1,2,FALSE,FALSE,FALSE,FALSE
student261@umich.edu,Name261,4,3,FALSE,TRUE,FALSE,FALSE
student262@umich.edu,Name262,2,3,FALSE,TRUE,FALSE,FALSE
student263@umich.edu,Name263,3,4,FALSE,TRUE,FALSE,FALSE
student264@umich.edu,Name264,3,4,FALSE,FALSE,FALSE,FALSE
student265@umich.edu,Name265,4,5,FALSE,TRUE,FALSE,FALSE
student266@umich.edu,Name266,5,5,FALSE,TRUE,FALSE,FALSE
student267@umich.edu,Name267,2,3,FALSE,TRUE,FALSE,FALSE
student268@umich.edu,Name268,1,3,FALSE,TRUE,FALSE,FALSE
student269@umich.edu,Name269,1,3,TRUE,FALSE,FALSE,FALSE
student270@umich.edu,Name270,1,3,FALSE,TRUE,FALSE,FALSE
student271@umich.edu,Name271,3,3,FALSE,FALSE,FALSE,FALSE
student272@umich.edu,Name272,2,5,TRUE,FALSE,FALSE,FALSE
student273@umich.edu,Name273,2,2,FALSE,FALSE,TRUE,FALSE
student274@umich.edu,Name274,3,3,TRUE,FALSE,FALSE,FALSE
student275@umich.edu,Name275,3,3,TRUE,TRUE,FALSE,FALSE
student276@umich.edu,Name276,4,2,FALSE,TRUE,FALSE,FALSE
student277@umich.edu,Name277,4,4,FALSE,FALSE,FALSE,FALSE
student278@umich.edu,Name278,2,3,FALSE,TRUE,FALSE,FALSE
student279@umich.edu,Name279,3,3,FALSE,FALSE,FALSE,FALSE
student280@umich.edu,Name280,2,2,FALSE,FALSE,FALSE,FALSE
student281@umich.edu,Name281,3,5,FALSE,TRUE,FALSE,FALSE
student282@umich.edu,Name282,2,3,FALSE,TRUE,FALSE,FALSE
student283@umich.edu,Name283,2,2,FALSE,FALSE,FALSE,FALSE
student284@umich.edu,Name284,2,3,FALSE,FALSE,FALSE,FALSE
student285@umich.edu,Name285,4,4,FALSE,TRUE,FALSE,FALSE
student286@umich.edu,Name286,5,5,FALSE,TRUE,FALSE,FALSE
student287@umich.edu,Name287,2,4,FALSE,FALSE,FALSE,FALSE
student288@umich.edu,Name288,3,4,FALSE,FALSE,FALSE,FALSE
student289@umich.edu,Name289,3,3,TRUE,TRUE,FALSE,FALSE
student290@umich.edu,Name290,2,3,FALSE,FALSE,FALSE,FALSE
student291@umich.edu,Name291,1,3,FALSE,FALSE,FALSE,FALSE
student292@umich.edu,Name292,4,1,TRUE,FALSE,TRUE,FALSE
student293@umich.edu,Name293,1,2,FALSE,TRUE,FALSE,FALSE
student294@umich.edu,Name294,2,3,TRUE,FALSE,FALSE,FALSE
student295@umich.edu,Name295,2,3,FALSE,FALSE,FALSE,FALSE
student296@umich.edu,Name296,1,3,FALSE,TRUE,FALSE,FALSE
student297@umich.edu,Name297,3,3,FALSE,FALSE,FALSE,FALSE
student298@umich.edu,Name298,1,2,FALSE,FALSE,FALSE,FALSE
student299@umich.edu,Name299,4,4,FALSE,TRUE,FALSE,FALSE
student300@umich.edu,Name300,1,2,FALSE,FALSE,FALSE,FALSE
student301@umich.edu,Name301,5,4,FALSE,TRUE,FALSE,FALSE
student302@umich.edu,Name302,4,4,FALSE,TRUE,FALSE,FALSE
student303@umich.edu,Name303,3,4,FALSE,TRUE,FALSE,FALSE
student304@umich.edu,Name304,1,4,FALSE,TRUE,TRUE,FALSE
student305@umich.edu,Name305,3,2,FALSE,TRUE,FALSE,FALSE
student306@umich.edu,Name306,3,4,FALSE,TRUE,FALSE,FALSE
student307@umich.edu,Name307,2,3,FALSE,TRUE,TRUE,FALSE
student308@umich.edu,Name308,3,4,FALSE,TRUE,FALSE,FALSE
student309@umich.edu,Name309,2,3,FALSE,FALSE,FALSE,FALSE
student310@umich.edu,Name310,3,3,FALSE,TRUE,FALSE,FALSE
student311@umich.edu,Name311,4,4,FALSE,FALSE,FALSE,FALSE
student312@umich.edu,Name312,1,3,FALSE,TRUE,FALSE,FALSE
student313@umich.edu,Name313,3,3,FALSE,FALSE,FALSE,FALSE
student314@umich.edu,Name314,1,3,FALSE,FALSE,FALSE,FALSE
student315@umich.edu,Name315,3,3,TRUE,TRUE,TRUE,FALSE
student316@umich.edu,Name316,1,2,FALSE,FALSE,TRUE,FALSE
student317@umich.edu,Name317,2,2,TRUE,TRUE,FALSE,FALSE
student318@umich.edu,Name318,1,2,FALSE,FALSE,FALSE,FALSE
student319@umich.edu,Name319,5,4,FALSE,TRUE,TRUE,FALSE
student320@umich.edu,Name320,2,4,FALSE,FALSE,FALSE,FALSE
student321@umich.edu,Name321,1,3,TRUE,FALSE,FALSE,FALSE
student322@umich.edu,Name322,4,4,TRUE,FALSE,FALSE,FALSE
student323@umich.edu,Name323,2,3,TRUE,FALSE,TRUE,FALSE
student324@umich.edu,Name324,2,2,TRUE,FALSE,TRUE,FALSE
student325@umich.edu,Name325,1,2,TRUE,FALSE,FALSE,FALSE
student326@umich.edu,Name326,3,3,FALSE,FALSE,FALSE,FALSE
student327@umich.edu,Name327,2,2,FALSE,TRUE,FALSE,FALSE
student328@umich.edu,Name328,5,5,FALSE,TRUE,FALSE,FALSE
student329@umich.edu,Name329,4,5,FALSE,TRUE,FALSE,FALSE
student330@umich.edu,Name330,3,4,TRUE,FALSE,TRUE,FALSE
student331@umich.edu,Name331,1,1,TRUE,FALSE,FALSE,FALSE
student332@umich.edu,Name332,1,3,FALSE,FALSE,FALSE,FALSE
student333@umich.edu,Name333,3,2,FALSE,TRUE,TRUE,FALSE
student334@umich.edu,Name334,1,4,TRUE,TRUE,FALSE,FALSE
student335@umich.edu,Name335,3,3,FALSE,FALSE,FALSE,FALSE
student336@umich.edu,Name336,4,4,TRUE,TRUE,FALSE,FALSE
student337@umich.edu,Name337,1,3,TRUE,TRUE,FALSE,FALSE
student338@umich.edu,Name338,5,4,FALSE,TRUE,FALSE,FALSE
student339@umich.edu,Name339,3,5,FALSE,TRUE,FALSE,FALSE
student340@umich.edu,Name340,1,3,TRUE,FALSE,TRUE,FALSE
student341@umich.edu,Name341,2,3,TRUE,TRUE,FALSE,FALSE
student342@umich.edu,Name342,5,4,FALSE,FALSE,FALSE,FALSE
student343@umich.edu,Name343,2,3,TRUE,FALSE,FALSE,FALSE
student344@umich.edu,Name344,1,3,TRUE,FALSE,FALSE,FALSE
student345@umich.edu,Name345,3,3,FALSE,FALSE,FALSE,FALSE
student346@umich.edu,Name346,3,3,FALSE,FALSE,FALSE,FALSE
student347@umich.edu,Name347,4,5,FALSE,TRUE,FALSE,FALSE
student348@umich.edu,Name348,3,3,FALSE,TRUE,FALSE,FALSE
student349@umich.edu,Name349,3,3,TRUE,TRUE,FALSE,FALSE
student350@umich.edu,Name350,4,3,FALSE,TRUE,FALSE,FALSE
student351@umich.edu,Name351,3,4,FALSE,TRUE,FALSE,FALSE
student352@umich.edu,Name352,3,3,TRUE,FALSE,FALSE,FALSE
student353@umich.edu,Name353,3,1,FALSE,TRUE,FALSE,FALSE
student354@umich.edu,Name354,1,4,TRUE,TRUE,FALSE,FALSE
student355@umich.edu,Name355,3,3,TRUE,TRUE,FALSE,FALSE
student356@umich.edu,Name356,4,3,FALSE,TRUE,FALSE,FALSE
student357@umich.edu,Name357,4,5,TRUE,TRUE,FALSE,FALSE
student358@umich.edu,Name358,1,3,FALSE,FALSE,FALSE,FALSE
student359@umich.edu,Name359,4,5,FALSE,TRUE,FALSE,FALSE
student360@umich.edu,Name360,2,4,FALSE,TRUE,FALSE,FALSE
student361@umich.edu,Name361,5,5,FALSE,TRUE,FALSE,FALSE
student362@umich.edu,Name362,3,2,FALSE,TRUE,FALSE,FALSE
student363@umich.edu,Name363,2,3,FALSE,TRUE,FALSE,FALSE
student364@umich.edu,Name364,3,4,FALSE,FALSE,FALSE,FALSE
student365@umich.edu,Name365,1,3,FALSE,TRUE,FALSE,FALSE
student366@umich.edu,Name366,2,2,FALSE,TRUE,FALSE,FALSE
student367@umich.edu,Name367,5,4,FALSE,TRUE,FALSE,FALSE
student368@umich.edu,Name368,4,4,FALSE,TRUE,FALSE,FALSE
student369@umich.edu,Name369,1,3,FALSE,FALSE,FALSE,FALSE
student370@umich.edu,Name370,3,3,FALSE,TRUE,FALSE,FALSE
student371@umich.edu,Name371,5,4,FALSE,TRUE,TRUE,FALSE
student372@umich.edu,Name372,4,4,FALSE,TRUE,FALSE,FALSE
student373@umich.edu,Name373,3,2,FALSE,FALSE,FALSE,FALSE
student374@umich.edu,Name374,3,4,TRUE,TRUE,TRUE,FALSE
student375@umich.edu,Name375,4,4,FALSE,FALSE,FALSE,FALSE
